,Name,Year,Salaries,Rank
22736,DerMarr Johnson,2012,NA,705
22737,John Williams,2012,NA,706
22738,Clarence Weatherspoon,2012,NA,707
22739,Hubert Davis,2012,NA,708
22740,Billy Owens,2012,NA,709
22741,Eric Murdock,2012,NA,710
22742,Matt Bullard,2012,NA,711
22743,Cherokee Parks,2012,NA,712
22744,Alvin Williams,2012,NA,713
22745,Johnny Newman,2012,NA,714
22746,Chris Mihm,2012,NA,715
22747,Keith Closs,2012,NA,716
22748,Andrew DeClercq,2012,NA,717
22749,James Robinson,2012,NA,718
22750,Aaron McKie,2012,NA,719
22751,Jamal Crawford,2012,5000000,136
22752,Jaren Jackson,2012,NA,720
22753,Lorenzo Williams,2012,NA,721
22754,Muggsy Bogues,2012,NA,722
22755,Darvin Ham,2012,NA,723
22756,Joel Przybilla,2012,1145027,351
22757,Keyon Dooling,2012,2246400,249
22758,Jacque Vaughn,2012,NA,724
22759,Predrag Stojakovic,2012,NA,725
22760,Jerome Moiso,2012,NA,726
22761,Michael Doleac,2012,NA,727
22762,Etan Thomas,2012,NA,728
22763,Tony Massenburg,2012,NA,729
22764,Corie Blount,2012,NA,730
22765,Courtney Alexander,2012,NA,731
22766,Gary Grant,2012,NA,732
22767,William Avery,2012,NA,733
22768,Mateen Cleaves,2012,NA,734
22769,Anthony Johnson,2012,NA,735
22770,Chris Carr,2012,NA,736
22771,Joe Kleine,2012,NA,737
22772,Zan Tabak,2012,NA,738
22773,Chuck Person,2012,NA,739
22774,Anthony Carter,2012,1352181,308
22775,LaPhonso Ellis,2012,NA,740
22776,Danny Ferry,2012,NA,741
22777,Dennis Scott,2012,NA,742
22778,Jason Collier,2012,NA,743
22779,Bryce Drew,2012,NA,744
22780,Elliot Perry,2012,NA,745
22781,Hidayet Turkoglu,2012,11015850,52
22782,Tom Hammonds,2012,NA,746
22783,Radoslav Nesterovic,2012,NA,747
22784,Jelani McCoy,2012,NA,748
22785,Sherman Douglas,2012,NA,749
22786,Greg Buckner,2012,NA,750
22787,Desmond Mason,2012,NA,751
22788,Mirsad Turkcan,2012,NA,752
22789,Bill Curley,2012,NA,753
22790,Quentin Richardson,2012,2446600,239
22791,Kevin Edwards,2012,NA,754
22792,Jerome Kersey,2012,NA,755
22793,Felton Spencer,2012,NA,756
22794,David Wingate,2012,NA,757
22795,Pervis Ellison,2012,NA,758
22796,Dee Brown,2012,NA,759
22797,Monty Williams,2012,NA,760
22798,Mario Elie,2012,NA,761
22799,Tyrone Corbin,2012,NA,762
22800,Bruno Sundov,2012,NA,763
22801,Ruben Patterson,2012,NA,764
22802,Jamaal Magloire,2012,1352181,308
22803,Speedy Claxton,2012,NA,765
22804,Terry Davis,2012,NA,766
22805,Stacey Augmon,2012,NA,767
22806,Morris Peterson,2012,NA,768
22807,Fred Hoiberg,2012,NA,769
22808,Tyronn Lue,2012,NA,770
22809,Donnell Harvey,2012,NA,771
22810,Felipe Lopez,2012,NA,772
22811,DeShawn Stevenson,2012,2500000,233
22812,John Crotty,2012,NA,773
22813,Mahmoud Abdul-Rauf,2012,NA,774
22814,Dalibor Bagaric,2012,NA,775
22815,Sam Jacobson,2012,NA,776
22816,Iakovos Tsakalidis,2012,NA,777
22817,Corey Benjamin,2012,NA,778
22818,Vladimir Stepania,2012,NA,779
22819,Nazr Mohammed,2012,3750000,175
22820,Mamadou N'diaye,2012,NA,780
22821,Isaiah Rider,2012,NA,781
22822,Todd Day,2012,NA,782
22823,David Benoit,2012,NA,783
22824,Bruce Bowen,2012,NA,784
22825,Erick Barkley,2012,NA,785
22826,Damon Jones,2012,NA,786
22827,Mark Madsen,2012,NA,787
22828,Reggie Slater,2012,NA,788
22829,Darrick Martin,2012,NA,789
22830,Larry Robinson,2012,NA,790
22831,Todd Fuller,2012,NA,791
22832,Don Reid,2012,NA,792
22833,Antonio Harvey,2012,NA,793
22834,Emanual Davis,2012,NA,794
22835,Eddie Robinson,2012,NA,795
22836,John Amaechi,2012,NA,796
22837,Shammond Williams,2012,NA,797
22838,Doug Overton,2012,NA,798
22839,Shawnelle Scott,2012,NA,799
22840,Rick Brunson,2012,NA,800
22841,Kevin Ollie,2012,NA,801
22842,Moochie Norris,2012,NA,802
22843,Tyus Edney,2012,NA,803
22844,Jeff McInnis,2012,NA,804
22845,Etdrick Bohannon,2012,NA,805
22846,Troy Hudson,2012,NA,806
22847,Roy Rogers,2012,NA,807
22848,Ryan Bowen,2012,NA,808
22849,Ansu Sesay,2012,NA,809
22850,Laron Profit,2012,NA,810
22851,Adrian Griffin,2012,NA,811
22852,Earl Boykins,2012,NA,812
22853,William Cunningham,2012,NA,813
22854,Mark Pope,2012,NA,814
22855,Andrae Patterson,2012,NA,815
22856,Kornel David,2012,NA,816
22857,Gerard King,2012,NA,817
22858,Leon Smith,2012,NA,818
22859,Michael Ruffin,2012,NA,819
22860,Evan Eschmeyer,2012,NA,820
22861,Rodney Buford,2012,NA,821
22862,Michael Hawkins,2012,NA,822
22863,Lari Ketner,2012,NA,823
22864,Maceo Baston,2012,NA,824
22865,Jonathan Kerner,2012,NA,825
22866,Lazaro Borrell,2012,NA,826
22867,Jermaine Jackson,2012,NA,827
22868,Todd MacCulloch,2012,NA,828
22869,Derrick Dial,2012,NA,829
22870,Calvin Booth,2012,NA,830
22871,Obinna Ekezie,2012,NA,831
22872,Hanno Mottola,2012,NA,832
22873,Mark Blount,2012,NA,833
22874,Milt Palacio,2012,NA,834
22875,Chris Herren,2012,NA,835
22876,Soumaila Samake,2012,NA,836
22877,Stephen Jackson,2012,9256500,65
22878,Lee Nailon,2012,NA,837
22879,Terrance Roberson,2012,NA,838
22880,AJ Guyton,2012,NA,839
22881,Jake Voskuhl,2012,NA,840
22882,Khalid El-Amin,2012,NA,841
22883,Eduardo Najera,2012,2750000,222
22884,Brian Cardinal,2012,1352181,308
22885,Torraye Braggs,2012,NA,842
22886,Marc Jackson,2012,NA,843
22887,Chris Porter,2012,NA,844
22888,Dan Langhi,2012,NA,845
22889,Zendon Hamilton,2012,NA,846
22890,Stanislav Medvedenko,2012,NA,847
22891,Mike Penberthy,2012,NA,848
22892,Eddie House,2012,1352181,308
22893,Jason Hart,2012,NA,849
22894,Michael Redd,2012,1308506,318
22895,Lavor Postell,2012,NA,850
22896,Pete Mickeal,2012,NA,851
22897,Olumide Oyedeji,2012,NA,852
22898,Ruben Wolkowyski,2012,NA,853
22899,Pepe Sanchez,2012,NA,854
22900,Ademola Okulaja,2012,NA,855
22901,Daniel Santiago,2012,NA,856
22902,Paul McPherson,2012,NA,857
22903,Ruben Garces,2012,NA,858
22904,Jabari Smith,2012,NA,859
22905,Ira Newble,2012,NA,860
22906,Chris Carrawell,2012,NA,861
22907,Garth Joseph,2012,NA,862
22908,Mike Smith,2012,NA,863
22909,Mark Karcher,2012,NA,864
22910,Anthony Miller,2012,NA,865
22911,Jamal Robinson,2012,NA,866
22912,Kwame Brown,2012,6750000,102
22913,Zeljko Rebraca,2012,NA,867
22914,Tyson Chandler,2012,13107837,33
22915,Pau Gasol,2012,18714150,8
22916,Eddy Curry,2012,1229255,329
22917,Jason Richardson,2012,5395000,127
22918,Shane Battier,2012,3000000,213
22919,Eddie Griffin,2012,NA,868
22920,DeSagana Diop,2012,6925400,97
22921,Rodney White,2012,NA,869
22922,Joe Johnson,2012,18038573,12
22923,Kedrick Brown,2012,NA,870
22924,Vladimir Radmanovic,2012,1352181,308
22925,Richard Jefferson,2012,9282000,64
22926,Troy Murphy,2012,1352181,308
22927,Steven Hunter,2012,NA,871
22928,Kirk Haston,2012,NA,872
22929,Michael Bradley,2012,NA,873
22930,Jason Collins,2012,1352181,308
22931,Zach Randolph,2012,15200000,24
22932,Michael Jordan,2012,NA,874
22933,Brendan Haywood,2012,7624500,83
22934,Joseph Forte,2012,NA,875
22935,Jeryl Sasser,2012,NA,876
22936,Brandon Armstrong,2012,NA,877
22937,Andrei Kirilenko,2012,NA,878
22938,Gerald Wallace,2012,9500000,62
22939,Samuel Dalembert,2012,7000000,94
22940,Jamaal Tinsley,2012,1229255,329
22941,Primoz Brezec,2012,NA,879
22942,Tony Parker,2012,12500000,38
22943,Mitchell Butler,2012,NA,880
22944,Victor Alexander,2012,NA,881
22945,Harold Jamison,2012,NA,882
22946,Sean Marks,2012,NA,883
22947,Raja Bell,2012,3240000,201
22948,Charles Smith,2012,NA,884
22949,Predrag Drobnjak,2012,NA,885
22950,Steve Goodrich,2012,NA,886
22951,Wang Zhizhi,2012,NA,887
22952,Art Long,2012,NA,888
22953,Jerome James,2012,NA,889
22954,Amal McCaskill,2012,NA,890
22955,Terence Morris,2012,NA,891
22956,Brian Scalabrine,2012,1352181,308
22957,Trenton Hassell,2012,NA,892
22958,Jeff Trepagnier,2012,NA,893
22959,Kenny Satterfield,2012,NA,894
22960,Ratko Varda,2012,NA,895
22961,Dean Oliver,2012,NA,896
22962,Gilbert Arenas,2012,19269307,6
22963,Oscar Torres,2012,NA,897
22964,Tierre Brown,2012,NA,898
22965,Jamison Brewer,2012,NA,899
22966,Norm Richardson,2012,NA,900
22967,Antonis Fotsis,2012,NA,901
22968,Willie Solomon,2012,NA,902
22969,Ernest Brown,2012,NA,903
22970,Malik Allen,2012,NA,904
22971,Loren Woods,2012,NA,905
22972,Maurice Evans,2012,1223166,335
22973,Earl Watson,2012,2000000,269
22974,Alvin Jones,2012,NA,906
22975,Damone Brown,2012,NA,907
22976,Alton Ford,2012,NA,908
22977,Ruben Boumtje-Boumtje,2012,NA,909
22978,Carlos Arroyo,2012,NA,910
22979,Jarron Collins,2012,NA,911
22980,Bobby Simmons,2012,594836,409
22981,Omar Cook,2012,NA,912
22982,Chris Andersen,2012,4234000,158
22983,Sam Mack,2012,NA,913
22984,Charlie Bell,2012,4099920,162
22985,Tang Hamilton,2012,NA,914
22986,Joe Crispin,2012,NA,915
22987,Dickey Simpkins,2012,NA,916
22988,Yao Ming,2012,NA,917
22989,Jay Williams,2012,NA,918
22990,Mike Dunleavy,2012,3750000,175
22991,Drew Gooden,2012,6226200,113
22992,Nikoloz Tskitishvili,2012,NA,919
22993,Dajuan Wagner,2012,NA,920
22994,Nen<U+00A8><U+00BA>,2012,13000000,34
22995,Chris Wilcox,2012,3000000,213
22996,Amare Stoudemire,2012,18217705,10
22997,Marko Jaric,2012,NA,921
22998,Caron Butler,2012,8000000,78
22999,Jared Jeffries,2012,1229255,329
23000,Cezary Trybanski,2012,NA,922
23001,Melvin Ely,2012,NA,923
23002,Marcus Haislip,2012,NA,924
23003,Gordan Giricek,2012,NA,925
23004,Fred Jones,2012,NA,926
23005,Manu Ginobili,2012,12981038,35
23006,Jiri Welsch,2012,NA,927
23007,Bostjan Nachbar,2012,NA,928
23008,Juan Dixon,2012,NA,929
23009,Curtis Borchardt,2012,NA,930
23010,Ryan Humphrey,2012,NA,931
23011,Kareem Rush,2012,NA,932
23012,Mehmet Okur,2012,10890000,54
23013,Qyntel Woods,2012,NA,933
23014,Casey Jacobsen,2012,NA,934
23015,Tayshaun Prince,2012,6292135,110
23016,Efthimios Rentzias,2012,NA,935
23017,Frank Williams,2012,NA,936
23018,Chris Jefferies,2012,NA,937
23019,Dan Dickau,2012,NA,938
23020,John Salmons,2012,8500000,72
23021,Juaquin Hawkins,2012,NA,939
23022,Raul Lopez,2012,NA,940
23023,Mengke Bateer,2012,NA,941
23024,Tremaine Fowlkes,2012,NA,942
23025,Mike James,2012,277566,443
23026,JR Bremer,2012,NA,943
23027,Tamar Slay,2012,NA,944
23028,Lonny Baxter,2012,NA,945
23029,Roger Mason,2012,1146337,347
23030,Carlos Boozer,2012,13500000,32
23031,Smush Parker,2012,NA,946
23032,Junior Harrington,2012,NA,947
23033,Predrag Savovic,2012,NA,948
23034,Vincent Yarbrough,2012,NA,949
23035,Tito Maddox,2012,NA,950
23036,Jannero Pargo,2012,1223166,335
23037,Chris Owens,2012,NA,951
23038,Mike Batiste,2012,NA,952
23039,Robert Archibald,2012,NA,953
23040,Ken Johnson,2012,NA,954
23041,Rasual Butler,2012,1229255,329
23042,Sean Lampley,2012,NA,955
23043,Dan Gadzuric,2012,NA,956
23044,Jamal Sampson,2012,NA,957
23045,Ronald Murray,2012,NA,958
23046,Igor Rakocevic,2012,NA,959
23047,Reggie Evans,2012,1229255,329
23048,Pat Burke,2012,NA,960
23049,Sam Clancy,2012,NA,961
23050,Nate Huffman,2012,NA,962
23051,Adam Harrington,2012,NA,963
23052,Anthony Goldwire,2012,NA,964
23053,Mike Wilks,2012,NA,965
23054,Guy Rucker,2012,NA,966
23055,Devin Brown,2012,NA,967
23056,Paul Shirley,2012,NA,968
23057,LeBron James,2012,16022500,18
23058,Darko Milicic,2012,4776500,140
23059,Carmelo Anthony,2012,18518574,9
23060,Chris Bosh,2012,16022500,18
23061,Dwyane Wade,2012,15691000,20
23062,Chris Kaman,2012,14030000,29
23063,Kirk Hinrich,2012,8100000,76
23064,TJ Ford,2012,1146337,347
23065,Mike Sweetney,2012,NA,969
23066,Jarvis Hayes,2012,NA,970
23067,Nick Collison,2012,3272997,198
23068,Mickael Pietrus,2012,6523166,106
23069,Marcus Banks,2012,NA,971
23070,Luke Ridnour,2012,3680000,180
23071,Reece Gaines,2012,NA,972
23072,Troy Bell,2012,NA,973
23073,Zarko Cabarkapa,2012,NA,974
23074,David West,2012,10000000,59
23075,Aleksandar Pavlovic,2012,1223166,335
23076,Dahntay Jones,2012,2700000,224
23077,Boris Diaw,2012,9000000,67
23078,Zoran Planinic,2012,NA,975
23079,Travis Outlaw,2012,7000000,94
23080,Brian Cook,2012,1223166,335
23081,Ndudi Ebi,2012,NA,976
23082,Maciej Lampe,2012,NA,977
23083,Kendrick Perkins,2012,7123626,92
23084,Leandro Barbosa,2012,7600000,84
23085,Josh Howard,2012,2150000,258
23086,Oliver Miller,2012,NA,978
23087,Travis Hansen,2012,NA,979
23088,Brandon Hunter,2012,NA,980
23089,Linton Johnson,2012,NA,981
23090,Jason Kapono,2012,1223166,335
23091,Jon Stefansson,2012,NA,982
23092,Marquis Daniels,2012,1223166,335
23093,Francisco Elson,2012,305792,440
23094,James Jones,2012,1500000,294
23095,Josh Moore,2012,NA,983
23096,Luke Walton,2012,5680000,120
23097,Theron Smith,2012,NA,984
23098,Jerome Beasley,2012,NA,985
23099,Udonis Haslem,2012,3780000,174
23100,Keith McLeod,2012,NA,986
23101,Richie Frahm,2012,NA,987
23102,Keith Bogans,2012,848266,387
23103,Zaza Pachulia,2012,4750000,142
23104,Kyle Korver,2012,5000000,136
23105,Willie Green,2012,1223166,335
23106,Darius Songaila,2012,NA,988
23107,Alex Garcia,2012,NA,989
23108,Ben Handlogten,2012,NA,990
23109,Maurice Williams,2012,8500000,72
23110,Steve Blake,2012,4000000,167
23111,Paul Grant,2012,NA,991
23112,Matt Carroll,2012,3900000,171
23113,Kaniel Dickens,2012,NA,992
23114,Ben Davis,2012,NA,993
23115,Slavko Vranes,2012,NA,994
23116,Shane Heal,2012,NA,995
23117,Britton Johnsen,2012,NA,996
23118,Dwight Howard,2012,18091770,11
23119,Emeka Okafor,2012,12541812,37
23120,Ben Gordon,2012,11600000,48
23121,Shaun Livingston,2012,3500000,185
23122,Devin Harris,2012,9319000,63
23123,Andres Nocioni,2012,6650000,104
23124,Josh Childress,2012,6000000,116
23125,Luol Deng,2012,12325000,41
23126,Rafael Araujo,2012,NA,997
23127,Andre Iguodala,2012,13531750,31
23128,Luke Jackson,2012,NA,998
23129,Andris Biedrins,2012,9000000,67
23130,Robert Swift,2012,NA,999
23131,Ibo Kutluay,2012,NA,1000
23132,Sebastian Telfair,2012,1500000,294
23133,Kris Humphries,2012,8000000,78
23134,Al Jefferson,2012,14000000,30
23135,Kirk Snyder,2012,NA,1001
23136,Josh Smith,2012,12400000,39
23137,JR Smith,2012,2382353,242
23138,Dorell Wright,2012,3823000,173
23139,Jameer Nelson,2012,7800000,81
23140,Pavel Podkolzin,2012,NA,1002
23141,Viktor Khryapa,2012,NA,1003
23142,Delonte West,2012,1146337,347
23143,Nenad Krstic,2012,NA,1004
23144,Tony Allen,2012,3150000,203
23145,Carlos Delfino,2012,3500000,185
23146,Kevin Martin,2012,11519840,49
23147,Sasha Vujacic,2012,NA,1005
23148,Beno Udrih,2012,6925400,97
23149,David Harrison,2012,NA,1006
23150,Didier Ilunga-Mbenga,2012,NA,1007
23151,Anderson Varejao,2012,7700000,82
23152,Eddie Gill,2012,NA,1008
23153,Matt Barnes,2012,1906200,274
23154,Tommy Smith,2012,NA,1009
23155,Ronald Dupree,2012,NA,1010
23156,Quinton Ross,2012,NA,1011
23157,Josh Davis,2012,314041,439
23158,Peter John Ramos,2012,NA,1012
23159,Lionel Chalmers,2012,NA,1013
23160,Donta Smith,2012,NA,1014
23161,Royal Ivey,2012,1200000,339
23162,Justin Reed,2012,NA,1015
23163,Bernard Robinson,2012,NA,1016
23164,Chris Duhon,2012,3500000,185
23165,Jared Reiner,2012,NA,1017
23166,Arthur Johnson,2012,NA,1018
23167,Horace Jenkins,2012,NA,1019
23168,Luis Flores,2012,NA,1020
23169,Andre Barrett,2012,NA,1021
23170,John Edwards,2012,NA,1022
23171,Andre Emmett,2012,61433,460
23172,Antonio Burks,2012,NA,1023
23173,Trevor Ariza,2012,6790640,100
23174,Damien Wilkins,2012,1146337,347
23175,Mario Kasun,2012,NA,1024
23176,Jackson Vroman,2012,NA,1025
23177,Erik Daniels,2012,NA,1026
23178,Romain Sato,2012,NA,1027
23179,Matt Bonner,2012,3315000,195
23180,Pape Sow,2012,NA,1028
23181,Matt Freije,2012,NA,1029
23182,Corsley Edwards,2012,NA,1030
23183,Tony Bobbitt,2012,NA,1031
23184,Yuta Tabuse,2012,NA,1032
23185,Awvee Storey,2012,NA,1033
23186,Geno Carlisle,2012,NA,1034
23187,Andrew Bogut,2012,12000000,44
23188,Sarunas Jasikevicius,2012,NA,1035
23189,Marvin Williams,2012,7500000,89
23190,Deron Williams,2012,16359805,15
23191,Chris Paul,2012,16359805,15
23192,Raymond Felton,2012,7560000,87
23193,Martell Webster,2012,5256000,128
23194,Arvydas Macijauskas,2012,NA,1036
23195,Charlie Villanueva,2012,7540000,88
23196,Fabricio Oberto,2012,NA,1037
23197,Jose Calderon,2012,9780992,61
23198,Channing Frye,2012,5600000,122
23199,Ike Diogu,2012,64028,459
23200,Andrew Bynum,2012,14900000,27
23201,Yaroslav Korolev,2012,NA,1038
23202,Sean May,2012,NA,1039
23203,Rashad McCants,2012,NA,1040
23204,Antoine Wright,2012,NA,1041
23205,Joey Graham,2012,NA,1042
23206,Danny Granger,2012,12015904,42
23207,Gerald Green,2012,516999,411
23208,Hakim Warrick,2012,4000000,167
23209,Julius Hodge,2012,NA,1043
23210,Nate Robinson,2012,5483307,125
23211,Jarrett Jack,2012,5000000,136
23212,Sergey Monya,2012,NA,1044
23213,Francisco Garcia,2012,5800000,117
23214,Luther Head,2012,NA,1045
23215,Johan Petro,2012,3250000,199
23216,Jason Maxiell,2012,5000000,136
23217,Linas Kleiza,2012,4605000,145
23218,Wayne Simien,2012,NA,1046
23219,David Lee,2012,11610000,47
23220,Salim Stoudamire,2012,NA,1047
23221,Ha Seung-Jin,2012,NA,1048
23222,James Singleton,2012,NA,1049
23223,Daniel Ewing,2012,NA,1050
23224,Louis Williams,2012,5176000,130
23225,Monta Ellis,2012,11000000,53
23226,Ryan Gomes,2012,4000000,167
23227,Chris Taft,2012,NA,1051
23228,Esteban Batista,2012,NA,1052
23229,Orien Greene,2012,NA,1053
23230,Alan Anderson,2012,NA,1054
23231,Kevin Burleson,2012,NA,1055
23232,Eddie Basden,2012,NA,1056
23233,Martynas Andriuskevicius,2012,NA,1057
23234,Josh Powell,2012,NA,1058
23235,Rawle Marshall,2012,NA,1059
23236,Alex Acker,2012,NA,1060
23237,Amir Johnson,2012,5500000,124
23238,Boniface N'Dong,2012,NA,1061
23239,Von Wafer,2012,992680,367
23240,Devin Green,2012,NA,1062
23241,Anthony Roberson,2012,NA,1063
23242,Lawrence Roberts,2012,NA,1064
23243,Earl Barron,2012,185588,451
23244,Ersan Ilyasova,2012,2541000,229
23245,Bracey Wright,2012,NA,1065
23246,Dwayne Jones,2012,NA,1066
23247,Brandon Bass,2012,4250000,156
23248,Jackie Butler,2012,NA,1067
23249,Travis Diener,2012,NA,1068
23250,Shavlik Randolph,2012,NA,1069
23251,Dijon Thompson,2012,NA,1070
23252,Ronnie Price,2012,1069509,359
23253,CJ Miles,2012,3700000,178
23254,Robert Whaley,2012,NA,1071
23255,Andre Owens,2012,NA,1072
23256,Andray Blatche,2012,6442083,108
23257,Donell Taylor,2012,NA,1073
23258,Gerald Fitch,2012,NA,1074
23259,John Thomas,2012,NA,1075
23260,Aaron Miles,2012,NA,1076
23261,Sean Banks,2012,NA,1077
23262,James Thomas,2012,NA,1078
23263,Sharrod Ford,2012,NA,1079
23264,Deng Gai,2012,NA,1080
23265,Randy Holcomb,2012,NA,1081
23266,Stephen Graham,2012,NA,1082
23267,Matt Walsh,2012,NA,1083
23268,John Lucas,2012,915852,373
23269,Alex Scales,2012,NA,1084
23270,Melvin Sanders,2012,NA,1085
23271,Andrea Bargnani,2012,9250000,66
23272,Anthony Parker,2012,2250000,248
23273,LaMarcus Aldridge,2012,12372000,40
23274,Jorge Garbajosa,2012,NA,1086
23275,Adam Morrison,2012,NA,1087
23276,Tyrus Thomas,2012,7305765,91
23277,Shelden Williams,2012,992680,367
23278,Brandon Roy,2012,16032144,17
23279,Randy Foye,2012,4250000,156
23280,Rudy Gay,2012,15032144,26
23281,Patrick O'Bryant,2012,NA,1088
23282,Saer Sene,2012,NA,1089
23283,JJ Redick,2012,6750000,102
23284,Walter Herrmann,2012,NA,1090
23285,Vassilis Spanoulis,2012,NA,1091
23286,Hilton Armstrong,2012,NA,1092
23287,Thabo Sefolosha,2012,3300000,196
23288,Ronnie Brewer,2012,4710000,143
23289,Cedric Simmons,2012,NA,1093
23290,Rodney Carney,2012,NA,1094
23291,Shawne Williams,2012,3000000,213
23292,Quincy Douby,2012,NA,1095
23293,Renaldo Balkman,2012,1675000,283
23294,Rajon Rondo,2012,10045455,58
23295,Marcus Williams,2012,NA,1096
23296,Josh Boone,2012,NA,1097
23297,Kyle Lowry,2012,5750000,118
23298,Shannon Brown,2012,3500000,185
23299,Jordan Farmar,2012,4000000,167
23300,Sergio Rodriguez,2012,NA,1098
23301,Maurice Ager,2012,NA,1099
23302,Mardy Collins,2012,NA,1100
23303,James White,2012,NA,1101
23304,Mickael Gelabale,2012,NA,1102
23305,Mile Ilic,2012,NA,1103
23306,James Lang,2012,NA,1104
23307,Ime Udoka,2012,NA,1105
23308,Solomon Jones,2012,440353,435
23309,Chuck Hayes,2012,5250000,129
23310,Ronny Turiaf,2012,4360000,152
23311,Lynn Greer,2012,NA,1106
23312,Paul Millsap,2012,8103435,75
23313,Steve Novak,2012,992680,367
23314,Leon Powe,2012,NA,1107
23315,Cedric Bozeman,2012,NA,1108
23316,Allan Ray,2012,NA,1109
23317,Hassan Adams,2012,NA,1110
23318,Ryan Hollins,2012,2483333,237
23319,Daniel Gibson,2012,4403834,151
23320,Pops Mensah-Bonsu,2012,NA,1111
23321,Jose Juan Barea,2012,4300000,153
23322,Yakhouba Diawara,2012,NA,1112
23323,Ivan McFarlin,2012,NA,1113
23324,Will Blalock,2012,NA,1114
23325,Paul Davis,2012,NA,1115
23326,Alexander Johnson,2012,NA,1116
23327,Tarence Kinsey,2012,NA,1117
23328,Chris Quinn,2012,NA,1118
23329,Robert Hite,2012,NA,1119
23330,Damir Markota,2012,NA,1120
23331,David Noel,2012,NA,1121
23332,Craig Smith,2012,992680,367
23333,Marcus Vinicius,2012,NA,1122
23334,James Augustine,2012,NA,1123
23335,Bobby Jones,2012,NA,1124
23336,PJ Tucker,2012,NA,1125
23337,Uros Slokar,2012,NA,1126
23338,Brian Chase,2012,NA,1127
23339,Roger Powell,2012,NA,1128
23340,Kelenna Azubuike,2012,NA,1129
23341,Desmon Farmer,2012,NA,1130
23342,Justin Williams,2012,NA,1131
23343,Andre Brown,2012,NA,1132
23344,Jeremy Richardson,2012,NA,1133
23345,Chris McCray,2012,NA,1134
23346,Andreas Glyniadakis,2012,NA,1135
23347,Steven Smith,2012,NA,1136
23348,Mike Gansey,2012,NA,1137
23349,Mike Hall,2012,NA,1138
23350,Pat Carroll,2012,NA,1139
23351,Jimmie Hunter,2012,NA,1140
23352,Paul Miller,2012,NA,1141
23353,Jefferson Sobral,2012,NA,1142
23354,Daniel Horton,2012,NA,1143
23355,Vincent Grier,2012,NA,1144
23356,Luke Schenscher,2012,NA,1145
23357,Kevin Pittsnogle,2012,NA,1146
23358,Will Conroy,2012,NA,1147
23359,Renaldo Major,2012,NA,1148
23360,Greg Oden,2012,1500000,294
23361,Kevin Durant,2012,15506632,21
23362,Al Horford,2012,12000000,44
23363,Mike Conley,2012,6611571,105
23364,Jeff Green,2012,NA,1149
23365,Luis Scola,2012,8591793,70
23366,Yi Jianlian,2012,827197,390
23367,Corey Brewer,2012,3059000,207
23368,Brandan Wright,2012,915852,373
23369,Joakim Noah,2012,12000000,44
23370,Spencer Hawes,2012,4051024,163
23371,Acie Law,2012,NA,1150
23372,Thaddeus Young,2012,7478261,90
23373,Kosta Perovic,2012,NA,1151
23374,Julian Wright,2012,NA,1152
23375,Al Thornton,2012,NA,1153
23376,Rodney Stuckey,2012,8500000,72
23377,Nick Young,2012,3695857,179
23378,Sean Williams,2012,885120,376
23379,Marco Belinelli,2012,3377604,192
23380,Oleksiy Pecherov,2012,NA,1154
23381,Javaris Crittenton,2012,NA,1155
23382,Jason Smith,2012,2500000,233
23383,Daequan Cook,2012,3341558,194
23384,Jared Dudley,2012,4250000,156
23385,Wilson Chandler,2012,NA,1156
23386,Morris Almond,2012,NA,1157
23387,Aaron Brooks,2012,NA,1158
23388,Arron Afflalo,2012,7562500,86
23389,Ian Mahinmi,2012,915852,373
23390,Alando Tucker,2012,NA,1159
23391,Randolph Morris,2012,NA,1160
23392,Billy Thomas,2012,NA,1161
23393,Kyrylo Fesenko,2012,NA,1162
23394,Gabe Pruitt,2012,NA,1163
23395,Juan Carlos Navarro,2012,NA,1164
23396,Mario West,2012,NA,1165
23397,Glen Davis,2012,6300000,109
23398,Jermareo Davidson,2012,NA,1166
23399,Aaron Gray,2012,2500000,233
23400,Demetris Nichols,2012,NA,1167
23401,JamesOn Curry,2012,NA,1168
23402,Nick Fazekas,2012,NA,1169
23403,Taurean Green,2012,NA,1170
23404,Cheikh Samb,2012,NA,1171
23405,Carl Landry,2012,8500000,72
23406,Adam Haluska,2012,NA,1172
23407,Coby Karl,2012,NA,1173
23408,Joel Anthony,2012,3600000,183
23409,Ramon Sessions,2012,4257973,154
23410,Chris Richard,2012,NA,1174
23411,Marcin Gortat,2012,6790640,100
23412,Herbert Hill,2012,NA,1175
23413,D.J. Strawberry,2012,NA,1176
23414,Josh McRoberts,2012,3000000,213
23415,Jamario Moon,2012,NA,1177
23416,Dominic McGuire,2012,915852,373
23417,Keith Langford,2012,NA,1178
23418,Darius Washington,2012,NA,1179
23419,Brandon Wallace,2012,NA,1180
23420,CJ Watson,2012,3400000,190
23421,Courtney Sims,2012,NA,1181
23422,Darryl Watkins,2012,NA,1182
23423,Thomas Gardner,2012,NA,1183
23424,Guillermo Diaz,2012,NA,1184
23425,Stephane Lasme,2012,NA,1185
23426,Derrick Rose,2012,6993708,96
23427,Michael Beasley,2012,6262347,111
23428,OJ Mayo,2012,5632637,121
23429,Russell Westbrook,2012,5082416,133
23430,Kevin Love,2012,4609701,144
23431,Marc Gasol,2012,12922194,36
23432,Danilo Gallinari,2012,4190182,159
23433,Eric Gordon,2012,3831184,172
